window,time_step,rmse,mape,smape,mae,r2,fb,nrmse,rules,time_cost,mem_cost
193131,use [kW](t+20),0.076,12.33,4.827,0.039,0.964,-0.025,0.018,3711,73.36130094528198,5.671283721923828
193131,use [kW](t+25),0.075,10.453,4.562,0.038,0.964,-0.027,0.018,3741,73.36130094528198,5.671283721923828
193131,use [kW](t+30),0.082,11.035,4.82,0.042,0.958,-0.029,0.02,3753,73.36130094528198,5.671283721923828
201528,use [kW](t+5),0.104,7.323,3.283,0.049,0.887,-0.022,0.012,3592,71.93648076057434,5.671283721923828
201528,use [kW](t+10),0.088,7.229,3.436,0.049,0.895,-0.007,0.01,3648,71.93648076057434,5.671283721923828
201528,use [kW](t+15),0.081,6.684,3.177,0.043,0.898,-0.009,0.009,3641,71.93648076057434,5.671283721923828
201528,use [kW](t+20),0.08,7.259,3.399,0.046,0.898,-0.006,0.009,3641,71.93648076057434,5.671283721923828
201528,use [kW](t+25),0.072,6.796,3.233,0.046,0.902,-0.012,0.008,3674,71.93648076057434,5.671283721923828
201528,use [kW](t+30),0.092,7.867,3.654,0.052,0.893,-0.022,0.01,3623,71.93648076057434,5.671283721923828
209925,use [kW](t+5),0.145,20.562,8.263,0.088,0.894,-0.103,0.021,3781,73.82927417755127,5.671283721923828
209925,use [kW](t+10),0.132,19.965,7.966,0.081,0.913,-0.095,0.019,3805,73.82927417755127,5.671283721923828
209925,use [kW](t+15),0.141,19.782,7.89,0.084,0.901,-0.1,0.021,3779,73.82927417755127,5.671283721923828
209925,use [kW](t+20),0.148,22.557,8.133,0.084,0.891,-0.097,0.022,3805,73.82927417755127,5.671283721923828
209925,use [kW](t+25),0.137,19.542,7.997,0.085,0.906,-0.09,0.02,3747,73.82927417755127,5.671283721923828
209925,use [kW](t+30),0.126,18.408,7.618,0.077,0.92,-0.083,0.019,3803,73.82927417755127,5.671283721923828
218322,use [kW](t+5),0.182,28.954,9.712,0.103,0.868,-0.007,0.026,3217,74.8801519870758,5.671283721923828
218322,use [kW](t+10),0.154,25.937,8.971,0.092,0.905,-0.006,0.022,3226,74.8801519870758,5.671283721923828
218322,use [kW](t+15),0.158,33.093,10.536,0.105,0.901,-0.022,0.023,3211,74.8801519870758,5.671283721923828
218322,use [kW](t+20),0.137,26.775,9.185,0.089,0.926,0.014,0.02,3204,74.8801519870758,5.671283721923828
218322,use [kW](t+25),0.147,28.85,10.049,0.102,0.914,0.004,0.021,3213,74.8801519870758,5.671283721923828
218322,use [kW](t+30),0.171,28.714,9.952,0.104,0.885,-0.006,0.024,3197,74.8801519870758,5.671283721923828
226719,use [kW](t+5),0.157,7.059,3.495,0.068,0.932,0.026,0.041,3410,72.86595034599304,5.671283721923828
226719,use [kW](t+10),0.153,7.183,3.499,0.064,0.936,0.024,0.04,3421,72.86595034599304,5.671283721923828
226719,use [kW](t+15),0.145,7.134,3.421,0.063,0.942,0.019,0.038,3374,72.86595034599304,5.671283721923828
226719,use [kW](t+20),0.16,7.157,3.493,0.065,0.93,0.023,0.042,3375,72.86595034599304,5.671283721923828
226719,use [kW](t+25),0.163,6.952,3.469,0.067,0.927,0.029,0.042,3364,72.86595034599304,5.671283721923828
226719,use [kW](t+30),0.151,6.724,3.267,0.062,0.937,0.014,0.039,3366,72.86595034599304,5.671283721923828
235116,use [kW](t+5),0.153,16.023,6.845,0.093,0.877,-0.047,0.05,4690,73.57175064086914,5.671283721923828
235116,use [kW](t+10),0.166,16.532,6.8,0.094,0.853,-0.052,0.054,4840,73.57175064086914,5.671283721923828
235116,use [kW](t+15),0.149,14.905,6.39,0.086,0.878,-0.046,0.049,4849,73.57175064086914,5.671283721923828
235116,use [kW](t+20),0.165,14.765,6.554,0.09,0.849,-0.033,0.054,4892,73.57175064086914,5.671283721923828
235116,use [kW](t+25),0.161,14.906,6.344,0.087,0.856,-0.055,0.053,4847,73.57175064086914,5.671283721923828
235116,use [kW](t+30),0.157,15.178,6.513,0.088,0.863,-0.049,0.051,4948,73.57175064086914,5.671283721923828
243513,use [kW](t+5),0.154,25.277,8.129,0.102,0.913,-0.069,0.041,5780,73.87512111663818,5.671283721923828
243513,use [kW](t+10),0.143,25.462,8.636,0.104,0.926,-0.042,0.038,5747,73.87512111663818,5.671283721923828
243513,use [kW](t+15),0.147,27.91,8.849,0.107,0.922,-0.071,0.039,5822,73.87512111663818,5.671283721923828
243513,use [kW](t+20),0.135,25.32,7.762,0.093,0.934,-0.054,0.036,5858,73.87512111663818,5.671283721923828
243513,use [kW](t+25),0.133,25.98,8.012,0.097,0.935,-0.06,0.035,5765,73.87512111663818,5.671283721923828
243513,use [kW](t+30),0.14,27.397,7.962,0.097,0.928,-0.045,0.037,5817,73.87512111663818,5.671283721923828
