,window,time_step,name_dataset,name_model,time,num_params,RMSE,MAPE,SMAPE,MAE,R2,NRMSE,FB
0,0,PM2.5 (t+5),AQB8,TCN,28.73,12534,441.3779296875,317.7935600280762,40.793681144714355,351.3018798828125,-3.3760049680329516,0.4911411321977728,-0.618136038643665
1,0,PM2.5 (t+10),AQB8,TCN,28.73,12534,353.1227111816406,171.63094282150269,33.364468812942505,277.5,-1.004018840961861,0.45151782646949884,-0.38103648298947307
2,0,PM2.5 (t+15),AQB8,TCN,28.73,12534,460.3908386230469,180.51878213882446,36.74555420875549,374.22894287109375,-0.5173596068052906,0.524923127006725,-0.16128846376834843
3,0,PM2.5 (t+20),AQB8,TCN,28.73,12534,525.628173828125,135.09224653244019,38.310179114341736,414.4660339355469,-0.40555035100148995,0.7872009681998631,0.2292972228443629
4,0,PM2.5 (t+25),AQB8,TCN,28.73,12534,444.13043212890625,90.21196365356445,31.796136498451233,328.73956298828125,-0.0008054106048840382,0.5758217070488896,0.2347930884891202
5,0,PM2.5 (t+30),AQB8,TCN,28.73,12534,481.8661804199219,120.58337926864624,34.14398431777954,364.72943115234375,-0.21530519620158395,0.5320021916489308,0.2014950146057834
6,1,PM2.5 (t+5),AQB8,TCN,20.67,12534,604.2439575195312,65.94898700714111,43.755921721458435,493.7276611328125,-1.484627052557291,3.7038126987948403,0.9401363875772725
7,1,PM2.5 (t+10),AQB8,TCN,20.67,12534,694.236083984375,72.02962636947632,52.28660702705383,590.6175537109375,-2.1973056464211402,11.295257662957477,1.129951302153692
8,1,PM2.5 (t+15),AQB8,TCN,20.67,12534,654.9708251953125,78.94185781478882,47.62675762176514,540.030517578125,-1.3177708731009976,2.962681499250118,0.9723423530533294
9,1,PM2.5 (t+20),AQB8,TCN,20.67,12534,649.9713134765625,78.12471389770508,45.95178663730621,522.7861328125,-1.1050457293907168,5.282131000606626,0.9354269249864121
10,1,PM2.5 (t+25),AQB8,TCN,20.67,12534,633.229736328125,73.33853244781494,42.5421416759491,525.3474731445312,-1.3385165527576994,4.3803597187152405,0.8451747322619948
11,1,PM2.5 (t+30),AQB8,TCN,20.67,12534,633.5183715820312,73.989737033844,42.512333393096924,530.090576171875,-1.3729632136723797,4.054151754275297,0.8376471273631582
12,2,PM2.5 (t+5),AQB8,TCN,31.24,12534,631.31201171875,93.48524212837219,91.15862250328064,533.4759521484375,-2.403773980065129,0.6244231577480716,1.6891765659673421
13,2,PM2.5 (t+10),AQB8,TCN,31.24,12534,670.9430541992188,96.68459296226501,91.44788980484009,573.3599853515625,-2.856632344981156,0.6319440380401333,1.6752930183292387
14,2,PM2.5 (t+15),AQB8,TCN,31.24,12534,641.3218994140625,107.80091285705566,94.73720788955688,556.281494140625,-2.9009853908363374,0.6860337648116221,1.7085709853703637
15,2,PM2.5 (t+20),AQB8,TCN,31.24,12534,641.869140625,96.19084000587463,93.72239112854004,558.5071411132812,-2.548974213370704,1.2634756301438708,1.825450895147272
16,2,PM2.5 (t+25),AQB8,TCN,31.24,12534,660.1463623046875,94.1218912601471,91.99302792549133,567.9904174804688,-2.9930674015488594,1.0031354946020838,1.7850625657221098
17,2,PM2.5 (t+30),AQB8,TCN,31.24,12534,574.2423095703125,95.41512131690979,93.48375797271729,505.81121826171875,-3.7965050483853044,0.9255954316341333,1.7892433516119628
18,3,PM2.5 (t+5),AQB8,TCN,20.26,12534,486.2625732421875,94.41664814949036,90.0844156742096,411.516845703125,-2.5027613124956107,45.92896603198721,1.8902356832504137
19,3,PM2.5 (t+10),AQB8,TCN,20.26,12534,584.4462890625,97.4252998828888,95.14219760894775,494.9050598144531,-2.5369047995904275,58.017450023033305,1.9463884833008307
20,3,PM2.5 (t+15),AQB8,TCN,20.26,12534,612.0015258789062,97.9339063167572,96.00304961204529,534.8336791992188,-3.2316015159281735,66.44785346331665,1.9454950539563354
21,3,PM2.5 (t+20),AQB8,TCN,20.26,12534,608.7263793945312,96.92344665527344,94.14259195327759,529.2515869140625,-3.0925787399082543,57.27147626955435,1.9201522966960014
22,3,PM2.5 (t+25),AQB8,TCN,20.26,12534,612.1917724609375,96.7374861240387,93.83946657180786,531.643310546875,-3.0834335766875123,47.2964673179461,1.920956353624484
23,3,PM2.5 (t+30),AQB8,TCN,20.26,12534,664.8751831054688,97.6324737071991,95.42559385299683,596.4588012695312,-4.102341262572461,63.112527830097044,1.9317214867468653
24,4,PM2.5 (t+5),AQB8,TCN,17.79,12534,790.8189697265625,263.46709728240967,41.4598822593689,639.4800415039062,-0.3402945499638328,0.6168146644165106,0.07534829285895756
25,4,PM2.5 (t+10),AQB8,TCN,17.79,12534,824.2416381835938,150.54059028625488,43.022724986076355,609.5848999023438,-0.43670836156597237,0.7725287945475993,0.29592405159307583
26,4,PM2.5 (t+15),AQB8,TCN,17.79,12534,686.813720703125,137.91362047195435,32.67827332019806,478.72430419921875,-0.018150482627423692,0.5493735063141487,0.12526805833384835
27,4,PM2.5 (t+20),AQB8,TCN,17.79,12534,807.611083984375,256.23297691345215,43.74260604381561,688.9638671875,-0.370860346069243,0.6273809076760672,0.18525115312414245
28,4,PM2.5 (t+25),AQB8,TCN,17.79,12534,880.5718383789062,183.18089246749878,47.016605734825134,721.1612548828125,-0.5327580613677949,0.6944242608021794,0.20122498996616336
29,4,PM2.5 (t+30),AQB8,TCN,17.79,12534,702.3904418945312,172.33271598815918,34.21075642108917,535.8359375,0.03794104764664619,0.6093137500950401,0.32292689882936776
30,5,PM2.5 (t+5),AQB8,TCN,14.19,12534,749.270263671875,202.17957496643066,39.743584394454956,501.5473327636719,-0.16200988905283698,0.8814886678920052,0.30283545838137166
